papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y,setor,valor_de_mercado,empresa,dt_ultima_cot
ECPR4,90.74,-9.92,1.22,0.0,0.0,0.624,175.57,-82.97,-1.29,-82.6,-82.72,0.0,0.0,-0.0075,-0.12279999999999999,2.97,0.0,141476000.0,0.0,0.0,"Tecidos, Vestuário e Calçados",172406000,ENCORPAR PN,2022-03-25
EEEL3,421.01,7.05,1.65,2.105,0.0,0.521,3.79,3.95,-1.14,6.49,6.45,0.5328,0.3005,0.14880000000000002,0.23440000000000003,2.55,0.0,2445040000.0,1.39,0.128,Energia Elétrica,4038330000,CEEE ON N1,2022-05-24
EEEL4,410.0,6.86,1.61,2.05,0.0,0.508,3.69,3.85,-1.11,6.39,6.34,0.5328,0.3005,0.14880000000000002,0.23440000000000003,2.55,0.0,2445040000.0,1.39,0.128,Energia Elétrica,3932720000,CEEE PN N1,2022-05-27
EGIE3,47.07,8.79,3.47,3.611,0.054000000000000006,0.827,31.22,7.06,-1.44,10.19,8.64,0.5115,0.4108,0.1322,0.3951,1.19,44171900.0,11061500000.0,1.92,-0.0148,Energia Elétrica,38405700000,ENGIE BRASIL ON,2024-08-21
EKTR3,40.03,7.76,3.41,0.867,0.2168,0.652,36.59,3.58,-1.33,6.13,5.22,0.2421,0.1118,0.2194,0.43920000000000003,1.06,180.33,2277000000.0,2.99,0.0747,Energia Elétrica,7756170000,ELEKTRO ELETRICIDADE E SERVIÇOS S.A. ON,2024-08-01
EKTR4,43.15,8.36,3.67,0.934,0.2213,0.703,39.44,3.86,-1.43,6.41,5.46,0.2421,0.1118,0.2194,0.43920000000000003,1.06,94718.6,2277000000.0,2.99,0.0747,Energia Elétrica,8360700000,ELEKTRO ELETRICIDADE E SERVIÇOS S.A. PN,2024-08-21
ELCA3,24.7,30.0,12.1,3.065,0.0,1.766,31.66,11.85,-3.5,14.27,12.01,0.2587,0.1418,0.1779,0.4032,1.25,0.0,4309280000.0,3.27,0.11130000000000001,Energia Elétrica,52125000000,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON,2006-06-20
ELCA4,20.2,24.54,9.89,2.506,0.0,1.444,25.89,9.69,-2.87,12.11,10.19,0.2587,0.1418,0.1779,0.4032,1.25,0.0,4309280000.0,3.27,0.11130000000000001,Energia Elétrica,42628500000,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. PN,2006-06-20
ELEK3,19.11,24.46,2.66,0.619,0.0034000000000000002,1.067,3.75,52.11,-110.34,65.77,26.15,0.011899999999999999,0.0253,0.0252,0.10869999999999999,1.94,0.0,226327000.0,0.99,0.056900000000000006,Químicos,601678000,ELEKEIROZ S/A ON,2020-07-01
ELEK4,26.0,33.27,3.62,0.842,0.0025,1.452,5.1,70.89,-150.12,84.56,33.61,0.011899999999999999,0.0253,0.0252,0.10869999999999999,1.94,0.0,226327000.0,0.99,0.056900000000000006,Químicos,818610000,ELEKEIROZ S/A PN,2020-06-29
ELET3,41.5,21.54,0.84,2.673,0.0097,0.35,3.05,12.2,-0.91,18.0,12.14,0.2192,0.1241,0.032,0.039,2.35,292033000.0,114094000000.0,0.63,0.043,Energia Elétrica,95744600000,ELETROBRÁS ON,2024-08-21
ELET5,95.0,49.32,1.92,6.119,0.0,0.801,6.97,27.92,-2.09,33.73,22.75,0.2192,0.1241,0.032,0.039,2.35,666.44,114094000000.0,0.63,0.043,Energia Elétrica,219174000000,ELETROBRÁS PNA,2024-08-05
ELET6,45.92,23.84,0.93,2.958,0.0397,0.387,3.37,13.5,-1.01,19.3,13.02,0.2192,0.1241,0.032,0.039,2.35,54669700.0,114094000000.0,0.63,0.043,Energia Elétrica,105942000000,ELETROBRÁS PNB,2024-08-21
ELEV3,24.3,312.39,3.22,0.688,0.0,0.954,5.75,37.19,-5.18,51.41,51.41,0.018500000000000003,0.0027,0.0301,0.0103,1.47,0.0,489356000.0,1.35,0.0369,Alimentos Processados,1575370000,ELEVA ON,2008-02-19
ELMD3,18.26,26.76,2.87,2.417,0.004699999999999999,1.104,10.39,9.59,-3.98,11.54,7.78,0.2521,0.11720000000000001,0.1448,0.1074,1.71,1534020.0,889396000.0,0.96,0.5582,Mídia,2556100000,ELETROMIDIA ON NM,2024-08-21
ELPL3,49.32,11.11,1.91,0.504,0.0,0.342,-16.47,3.11,-0.59,5.26,4.02,0.1623,0.0454,0.1234,0.17190000000000003,0.92,0.0,5101420000.0,1.44,0.0667,Energia Elétrica,9739070000,AES ELETROPAULO ON,2019-11-26
ELPL4,15.98,3.6,0.62,0.163,0.0,0.111,-5.33,1.01,-0.19,3.16,2.41,0.1623,0.0454,0.1234,0.17190000000000003,0.92,0.0,5101420000.0,1.44,0.0667,Energia Elétrica,3155520000,AES ELETROPAULO PN,2017-11-24
ELPL5,30.5,6.87,1.18,0.312,0.0,0.211,-10.18,1.92,-0.36,4.08,3.11,0.1623,0.0454,0.1234,0.17190000000000003,0.92,0.0,5101420000.0,1.44,0.0667,Energia Elétrica,6022740000,AES ELETROPAULO PNA,2010-12-20
ELPL6,30.2,6.8,1.17,0.309,0.0,0.209,-10.08,1.9,-0.36,4.06,3.1,0.1623,0.0454,0.1234,0.17190000000000003,0.92,0.0,5101420000.0,1.44,0.0667,Energia Elétrica,5963500000,AES ELETROPAULO PNB,2010-12-20
ELUM3,36.0,11.12,1.5,0.94,0.0,0.886,2.31,14.76,2.51,10.02,10.02,0.0637,0.08460000000000001,0.094,0.13470000000000001,2.02,0.0,443231000.0,0.08,0.084,,663588000,ELUMA ON,2008-06-10
ELUM4,47.9,14.79,1.99,1.251,0.0,1.178,3.07,19.64,3.34,14.9,14.9,0.0637,0.08460000000000001,0.094,0.13470000000000001,2.02,0.0,443231000.0,0.08,0.084,,882941000,ELUMA PN,2010-04-23
EMAE4,41.98,10.5,1.36,2.459,0.0499,0.727,1.9,21.81,-26.02,15.84,14.42,0.1128,0.2343,0.0418,0.1293,8.21,95415.9,1142520000.0,0.0,0.09519999999999999,Energia Elétrica,1551040000,EMAE PN,2024-08-21
EMBR3,45.03,17.44,2.09,1.177,0.0,0.552,3.08,14.36,-3.1,17.82,11.71,0.08199999999999999,0.0704,0.0487,0.1201,1.5,293234000.0,15915600000.0,0.93,0.20309999999999997,Material de Transporte,33343100000,EMBRAER ON,2024-08-21
ENAT3,21.64,-26.73,1.38,3.034,0.0,0.447,1.72,39.15,-1.85,47.4,6.27,0.0775,-0.11349999999999999,0.021099999999999997,-0.051500000000000004,2.51,29934800.0,4174490000.0,1.49,0.15109999999999998,"Petróleo, Gás e Biocombustíveis",5742540000,ENAUTA PART ON,2024-07-31
ENBR3,24.08,7.79,1.23,0.812,0.0,0.395,7.91,3.32,-1.03,5.69,4.85,0.2444,0.11630000000000001,0.13699999999999998,0.1582,1.24,0.0,11353500000.0,1.17,0.0317,Energia Elétrica,13994500000,EDP ENERGIAS DO BRASIL S/A ON,2023-08-21
ENER3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,2.07,0.3036,0.1493,0.24280000000000002,0.5184000000000001,1.44,0.0,1244940000.0,3.34,0.121,Energia Elétrica,6794,ENERSUL ON,2005-05-06
ENER5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,2.07,0.3036,0.1493,0.24280000000000002,0.5184000000000001,1.44,0.0,1244940000.0,3.34,0.121,Energia Elétrica,3882,ENERSUL PNA,2004-01-29
ENER6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,2.07,0.3036,0.1493,0.24280000000000002,0.5184000000000001,1.44,0.0,1244940000.0,3.34,0.121,Energia Elétrica,7764,ENERSUL PNB,2005-05-18
ENEV3,13.73,35.63,1.45,2.403,0.0,0.489,32.09,8.55,-0.93,15.55,9.76,0.2812,0.1043,0.0608,0.0408,1.16,87037900.0,14970700000.0,1.3,0.3274,Energia Elétrica,21757900000,ENEVA ON,2024-08-21
ENGI11,48.72,9.23,1.41,0.72,0.0388,0.302,6.6,3.18,-0.65,6.52,5.24,0.2268,0.1035,0.11599999999999999,0.1533,1.2,145580000.0,15775600000.0,2.19,0.11410000000000001,Energia Elétrica,22308200000,ENERGISA UNT N2,2024-08-21
ENGI3,15.65,14.82,2.27,1.156,0.0242,0.485,10.6,5.1,-1.05,8.45,6.78,0.2268,0.1035,0.11599999999999999,0.1533,1.2,79067.6,15775600000.0,2.19,0.11410000000000001,Energia Elétrica,35829500000,ENERGISA ON,2024-08-21
ENGI4,8.34,7.9,1.21,0.616,0.0453,0.258,5.65,2.72,-0.56,6.07,4.87,0.2268,0.1035,0.11599999999999999,0.1533,1.2,93596.4,15775600000.0,2.19,0.11410000000000001,Energia Elétrica,19093800000,ENERGISA PN,2024-08-21
ENJU3,1.8,-6.47,1.14,1.49,0.0,0.836,2.1,-5.15,2.64,-2.22,-3.93,-0.2896,-0.2305,-0.3518,-0.17579999999999998,3.17,1806380.0,324577000.0,0.0,0.41619999999999996,Programas e Serviços,369032000,ENJOEI ON NM,2024-08-21
ENMT3,83.69,12.82,4.56,2.311,0.0553,1.291,22.45,7.98,-2.87,10.03,8.87,0.2896,0.1802,0.1881,0.3557,1.27,12316.6,4016540000.0,1.52,0.12050000000000001,Energia Elétrica,18323300000,ENERGISA MT ON,2024-08-19
ENMT4,82.99,12.72,4.52,2.292,0.04650000000000001,1.28,22.26,7.91,-2.85,9.96,8.81,0.2896,0.1802,0.1881,0.3557,1.27,28151.0,4016540000.0,1.52,0.12050000000000001,Energia Elétrica,18170000000,ENERGISA MT ON,2024-08-21
EPAR3,5.82,-9.93,1.13,1.182,0.4936,0.885,4.06,-5.08,12.34,-4.77,14.33,-0.2329,-0.1191,-0.185,-0.1134,4.25,51037.1,76840000.0,0.0,-0.2673,Comércio,86491000,EMBPAR S/A ON,2024-08-21
EPAR4,3.3,-5.63,0.64,0.67,0.0,0.502,2.3,-2.88,7.0,-2.57,7.72,-0.2329,-0.1191,-0.185,-0.1134,4.25,0.0,76840000.0,0.0,-0.2673,Comércio,49041300,EMBPAR S/A PN,2018-12-10
EQMA3B,25.5,5.57,1.1,0.704,0.0933,0.414,26.46,3.15,-1.21,4.96,4.11,0.2232,0.1265,0.15789999999999998,0.1968,1.06,19416.7,3821960000.0,0.92,0.11410000000000001,Energia Elétrica,4186690000,CEMAR ON MB,2024-08-21
EQMA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821960000.0,0.0,0.11410000000000001,Energia Elétrica,0,CEMAR PNA MB,
EQPA3,6.95,6.99,3.57,1.448,0.1094,1.002,18.97,4.78,-2.63,5.68,4.98,0.3029,0.207,0.2615,0.5107,1.19,29104.4,4299200000.0,1.14,0.177,Energia Elétrica,15353100000,EQTL PARA ON,2024-08-21
EQPA5,9.0,9.06,4.62,1.875,0.08439999999999999,1.297,24.57,6.19,-3.4,7.09,6.21,0.3029,0.207,0.2615,0.5107,1.19,765.12,4299200000.0,1.14,0.177,Energia Elétrica,19881700000,EQTL PARA PNA,2024-08-15
EQPA6,8.0,8.05,4.11,1.666,0.095,1.153,21.84,5.5,-3.02,6.41,5.61,0.3029,0.207,0.2615,0.5107,1.19,132.56,4299200000.0,1.14,0.177,Energia Elétrica,17672600000,EQTL PARA PNB,2024-07-17
EQPA7,8.24,8.29,4.23,1.716,0.0922,1.188,22.49,5.67,-3.11,6.57,5.75,0.3029,0.207,0.2615,0.5107,1.19,57.49,4299200000.0,1.14,0.177,Energia Elétrica,18202800000,EQTL PARA PNC,2024-07-11
EQTL3,35.64,19.09,1.85,0.992,0.0124,0.396,4.31,4.36,-0.82,8.08,6.67,0.22760000000000002,0.076,0.1076,0.0971,1.53,273584000.0,22466600000.0,2.12,0.24670000000000003,Energia Elétrica,41652100000,EQUATORIAL ENERGIA S.A. ON NM,2024-08-21
ESCE3,172.0,2.6,0.54,0.194,0.0,0.132,-2.27,1.0,-0.24,3.94,3.26,0.1936,0.0747,0.1458,0.2077,0.78,0.0,1870550000.0,1.72,0.08460000000000001,Energia Elétrica,1010670000,ESCELSA ON,2005-07-12
ESPA3,1.05,-30.26,0.44,0.37,0.0,0.171,0.99,2.55,-0.95,7.14,4.49,0.145,-0.013300000000000001,0.0736,-0.014499999999999999,1.67,540998.0,864673000.0,0.99,0.1267,Comércio,379494000,ESPACOLASER ON NM,2024-08-21
ESTC11,23.5,16.54,0.77,0.456,0.0,0.258,2.75,3.06,-0.6,8.83,4.34,0.1491,0.027999999999999997,0.09269999999999999,0.0466,1.68,0.0,3142670000.0,1.66,0.09759999999999999,Diversos,2421200000,YDUQS PART UNT N2,2008-07-10
ESTC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,2.83,0.1491,0.027999999999999997,0.09269999999999999,0.0466,1.68,0.0,3142670000.0,1.66,0.09759999999999999,Diversos,0,YDUQS PART PN N2,1899-12-30
ESTR3,7.6,-2.29,-0.11,0.398,0.0,0.209,-0.1,-9.61,-0.08,-22.53,-32.09,-0.0415,-0.17370000000000002,-0.023799999999999998,0.0473,0.16,0.0,-566515000.0,-0.15,0.0933,Viagens e Lazer,61438400,ESTRELA ON,2024-02-22
ESTR4,1.99,-0.6,-0.03,0.104,0.0,0.055,-0.03,-2.52,-0.02,-15.44,-21.99,-0.0415,-0.17370000000000002,-0.023799999999999998,0.0473,0.16,1642.65,-566515000.0,-0.15,0.0933,Viagens e Lazer,16087200,ESTRELA PN,2024-08-21
ETER3,6.07,3.23,0.48,0.336,0.0754,0.285,1.26,7.21,6.76,9.99,5.44,0.0466,0.1039,0.0421,0.1489,2.01,3060260.0,778772000.0,0.2,0.1961,Construção e Engenharia,374986000,ETERNIT ON,2024-08-21
ETER4,9.85,5.25,0.78,0.545,0.0,0.462,2.04,11.7,10.97,14.48,7.89,0.0466,0.1039,0.0421,0.1489,2.01,0.0,778772000.0,0.2,0.1961,Construção e Engenharia,608503000,ETERNIT PN,2006-08-01
EUCA3,16.65,3.76,0.61,0.576,0.050199999999999995,0.352,2.0,4.15,-7.71,5.81,3.49,0.1387,0.1531,0.0944,0.1612,1.88,6783.51,2543280000.0,0.33,0.1413,Madeira e Papel,1542110000,EUCATEX ON,2024-08-21
EUCA4,15.94,3.6,0.58,0.551,0.057699999999999994,0.337,1.92,3.98,-7.38,5.63,3.39,0.1387,0.1531,0.0944,0.1612,1.88,702636.0,2543280000.0,0.33,0.1413,Madeira e Papel,1476350000,EUCATEX PN,2024-08-21
EVEN3,6.58,4.85,0.67,0.416,0.15289999999999998,0.228,0.39,3.46,2.12,5.57,5.46,0.1204,0.1222,0.0751,0.138,4.18,3826010.0,1964390000.0,0.73,0.1668,Construção Civil,1316000000,Even ON NM,2024-08-21
EZTC3,14.53,12.01,0.67,2.58,0.02,0.527,1.36,22.88,2.36,23.76,18.96,0.1127,0.2194,0.027000000000000003,0.0559,10.27,27407600.0,4777730000.0,0.2,0.0741,Construção Civil,3210970000,EZTec ON NM,2024-08-21
FBMC3,80.0,-3.78,-0.92,3.858,0.0,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,-1.3559,-1.0197,-0.647,0.2419,0.31,0.0,-63552000.0,-0.15,-0.3166,Siderurgia e Metalurgia,58160000,FIBAM ON,2012-11-06
FBMC4,1.96,-0.09,-0.02,0.095,0.0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-1.3559,-1.0197,-0.647,0.2419,0.31,0.0,-63552000.0,-0.15,-0.3166,Siderurgia e Metalurgia,1424920,FIBAM PN,2019-01-18
FBRA4,34.58,-39.57,1.66,0.457,0.0,0.738,18.94,7.4,-4.43,10.62,10.62,0.061799999999999994,-0.0115,0.11939999999999999,-0.042,1.11,0.0,213406000.0,0.77,0.12480000000000001,,354929000,FERTIBRÁS S/A PN,2007-01-11
FCAP3,0.62,0.52,0.11,0.0,0.0,0.089,0.0,-6.18,0.0,-15.27,-15.27,0.0,0.0,0.0,0.2183,0.0,0.0,107134000.0,0.0,0.0,,12056500,FICAP ON,2008-03-05
FCAP4,0.7,0.58,0.13,0.0,0.0,0.1,0.0,-6.98,0.0,-16.07,-16.07,0.0,0.0,0.0,0.2183,0.0,0.0,107134000.0,0.0,0.0,,13612200,FICAP PN,2008-03-06
FESA3,14.46,22.48,1.56,2.405,0.0325,1.223,4.39,23.65,7.16,21.56,10.76,0.1017,0.10710000000000001,0.0655,0.0695,3.55,3589.26,3270490000.0,0.09,0.1361,Siderurgia e Metalurgia,5108430000,FERBASA ON,2024-08-21
FESA4,8.57,13.32,0.93,1.425,0.0604,0.725,2.6,14.01,4.24,11.93,5.96,0.1017,0.10710000000000001,0.0655,0.0695,3.55,4810860.0,3270490000.0,0.09,0.1361,Siderurgia e Metalurgia,3027610000,FERBASA PN,2024-08-21
FFTL3,25.0,53.22,2.26,3.41,0.0,1.508,23.71,20.9,-15.54,20.55,20.55,0.1632,0.0816,0.0891,0.0424,1.37,0.0,6274030000.0,0.07,0.0779,Químicos,14150800000,FOSFERTIL ON,2011-12-21
FFTL4,25.06,53.34,2.26,3.418,0.0,1.512,23.77,20.95,-15.58,20.6,20.6,0.1632,0.0816,0.0891,0.0424,1.37,0.0,6274030000.0,0.07,0.0779,Químicos,14184800000,FOSFERTIL PN,2011-12-23
FGUI3,12.0,-12.41,-2.15,16.009,0.0,25.203,-2.2,-57.76,-2.05,-70.17,-70.17,-0.2772,-1.29,-0.6074,0.1732,0.04,0.0,-222024000.0,-0.46,0.0213,"Tecidos, Vestuário e Calçados",477273000,FERREIRA GUIMARAES ON,2008-07-31
FGUI4,0.38,-0.39,-0.07,0.507,0.0,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,-0.2772,-1.29,-0.6074,0.1732,0.04,0.0,-222024000.0,-0.46,0.0213,"Tecidos, Vestuário e Calçados",15113600,FERREIRA GUIMARAES PN,2009-07-28
FHER3,4.22,-0.39,-0.47,0.047,0.0,0.08,-1.21,-1.08,-0.16,-0.92,-1.23,-0.0441,-0.1215,-0.2217,1.2119,0.91,51269.6,-479633000.0,-0.05,0.34380000000000005,Químicos,227277000,Fer Heringer ON NM,2024-08-21
FIBR3,66.3,12.03,2.59,2.01,0.0759,0.899,9.59,5.13,-2.54,7.17,5.29,0.3918,0.1675,0.22949999999999998,0.2157,1.46,0.0,14149000000.0,1.46,0.2271,Madeira e Papel,36712600000,Fibria ON N1,2019-01-03
FIEI3,10.49,-2.3,0.33,8.692,0.0,0.244,5.1,-5.15,-2.49,-7.06,-7.5,-1.6872999999999998,-3.845,-0.049100000000000005,-0.1438,1.41,7224.33,76852000.0,0.12,-0.1185,Construção Civil,25406800,FICA ON,2024-08-21
FIGE3,12.03,2.58,0.17,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,165355000.0,0.0,0.4508,Outros,28438900,INVESTIMENTOS BEMGE ON,2022-08-25
FIGE4,38.01,8.15,0.54,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,165355000.0,0.0,0.4508,Outros,89855600,INVESTIMENTOS BEMGE PN,2016-03-01
FIQE3,4.05,8.7,1.31,1.517,0.0594,0.659,5.2,6.34,-3.93,6.47,3.23,0.23929999999999998,0.1743,0.1419,0.1503,1.63,2387520.0,1121340000.0,0.51,0.29710000000000003,Telecomunicações,1466300000,UNIFIQUE ON NM,2024-08-21
FLCL3,11.5,0.0,14.48,0.0,0.0,2.62,163.16,0.0,-5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,357846000.0,2.91,-0.061900000000000004,,5183200000,CATAG LEOPOLDINA ON,2007-04-05
FLCL5,12.5,0.0,15.74,0.0,0.0,2.848,177.35,0.0,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,357846000.0,2.91,-0.061900000000000004,,5633920000,CATAG LEOPOLDINA PNA,2007-04-05
FLCL6,9.91,0.0,12.48,0.0,0.0,2.258,140.6,0.0,-4.52,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,357846000.0,2.91,-0.061900000000000004,,4466570000,CATAG LEOPOLDINA PNB,2007-03-30
FLRY3,16.05,14.71,1.64,1.178,0.057300000000000004,0.686,3.67,7.48,-2.74,10.16,6.17,0.1575,0.0796,0.1161,0.1115,2.35,44071300.0,5356850000.0,0.96,0.27440000000000003,Serv.Méd.Hospit. Análises e Diagnósticos,8782410000,FLEURY ON NM,2024-08-21
FRAS3,18.44,14.69,2.45,1.442,0.0331,1.112,3.03,9.63,12.34,9.35,7.4,0.1497,0.1016,0.1945,0.16649999999999998,2.39,9810720.0,2035240000.0,0.61,0.2571,Material de Transporte,4979100000,FRAS-LE S.A. ON,2024-08-21
FRAS4,5.79,4.61,0.77,0.453,0.0,0.349,0.95,3.02,3.88,2.75,2.17,0.1497,0.1016,0.1945,0.16649999999999998,2.39,0.0,2035240000.0,0.61,0.2571,Material de Transporte,1563390000,FRAS-LE S.A. PN,2014-01-06
FRIO3,180.0,-96.58,3.27,0.555,0.0,0.574,12.09,12.87,-7.28,20.93,12.14,0.0431,-0.0022,0.0636,-0.0339,1.07,686340.0,345537000.0,2.42,0.0819,Máquinas e Equipamentos,1131480000,Metalfrio ON NM,2024-08-19
FRTA3,1.31,-0.49,-0.04,0.357,0.0,0.088,-0.03,-0.68,-0.03,-17.74,-18.74,-0.5265,-0.7229000000000001,-0.1802,0.0717,0.03,0.0,-75884000.0,-0.89,-0.06509999999999999,Agropecuária,2690220,POMIFRUTAS ON NM,2024-04-17
FTRX3,0.13,-0.15,-0.02,0.206,0.0,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-1.0622,-1.3883,-0.1199,0.135,0.06,0.0,-154535000.0,-0.16,-0.3125,"Tecidos, Vestuário e Calçados",3097510,FAB TECIDOS C RENAUX ON,2013-07-10
FTRX4,0.11,-0.13,-0.02,0.174,0.0,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-1.0622,-1.3883,-0.1199,0.135,0.06,0.0,-154535000.0,-0.16,-0.3125,"Tecidos, Vestuário e Calçados",2620970,FAB TECIDOS C RENAUX PN,2013-07-08
GAFP3,0.12,-0.04,-0.01,0.372,0.0,0.015,-0.09,-0.48,-0.01,-46.92,-46.92,-0.7757,-9.8128,-0.0321,0.38789999999999997,0.51,0.0,-80712500.0,-1.43,-0.5809000000000001,Construção Civil,1185840,CIMOB ON,2004-12-08
GAFP4,0.05,-0.02,-0.01,0.155,0.0,0.006,-0.04,-0.2,0.0,-46.65,-46.65,-0.7757,-9.8128,-0.0321,0.38789999999999997,0.51,0.0,-80712500.0,-1.43,-0.5809000000000001,Construção Civil,494100,CIMOB PN,2004-12-08
GALO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,-1.8458,0.3937,0.0762,0.0,0.0,-60607000.0,0.0,-0.2897,,0,EMEEGE ESCAPAMENTOS ON,1899-12-30
GALO4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,-1.8458,0.3937,0.0762,0.0,0.0,-60607000.0,0.0,-0.2897,,0,EMEEGE ESCAPAMENTOS PN,2004-06-17
GAZO3,3.4,0.45,-0.05,-2.068,0.0,0.301,-0.67,1.26,-0.04,1.43,1.43,-1.64,-4.5448,0.2506,-0.1061,0.35,0.0,-102667000.0,-0.01,-0.2821,,4953800,GAZOLA SA INDÚSTRIA METALURGICA ON,2010-04-13
GAZO4,2.32,0.31,-0.03,-1.411,0.0,0.205,-0.46,0.86,-0.03,1.03,1.03,-1.64,-4.5448,0.2506,-0.1061,0.35,0.0,-102667000.0,-0.01,-0.2821,,3380240,GAZOLA SA INDÚSTRIA METALURGICA PN,2010-04-15
GBIO33,10.4,-14.97,1.32,1.518,0.0,0.791,7.57,13.53,17.58,16.06,16.06,0.1121,-0.1014,0.0712,-0.0883,1.31,0.0,838439000.0,0.31,-0.08990000000000001,Medicamentos e Outros Produtos,1108870000,BIOTOSCANA DR3,2020-08-27
GEPA3,25.5,16.14,0.0,3.493,0.16449999999999998,0.0,0.0,14.31,0.0,14.31,9.26,0.2441,0.2165,0.0,0.0,0.0,2114.6,0.0,0.0,-0.12560000000000002,Energia Elétrica,2408040000,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA ON",2024-08-21
GEPA4,26.01,16.46,0.0,3.563,0.1612,0.0,0.0,14.59,0.0,14.59,9.44,0.2441,0.2165,0.0,0.0,0.0,14036.0,0.0,0.0,-0.12560000000000002,Energia Elétrica,2456200000,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA PN",2024-08-21
GETI3,14.45,13.19,3.44,1.916,0.0,1.314,-15.63,6.98,-3.19,8.2,6.76,0.2743,0.1452,0.22699999999999998,0.2609,0.71,0.0,1601130000.0,0.86,0.13390000000000002,Energia Elétrica,5509110000,AES TIETE SA ON,2015-12-30
GETI4,14.46,13.2,3.44,1.917,0.0,1.315,-15.64,6.99,-3.2,8.2,6.76,0.2743,0.1452,0.22699999999999998,0.2609,0.71,0.0,1601130000.0,0.86,0.13390000000000002,Energia Elétrica,5512920000,AES TIETE SA PN,2015-12-30
GETT3,2.4,7.55,1.24,1.336,0.0,0.081,3.13,6.04,3.36,6.86,4.78,0.2213,0.1766,0.013600000000000001,0.1641,1.03,0.0,3618060000.0,0.34,0.0,Serviços Financeiros Diversos,4480130000,GETNET BR ON,2022-12-28
GFSA3,2.93,-5.73,0.14,0.273,0.0,0.053,0.21,-1.16,2.59,-7.57,-8.13,-0.2359,-0.0479,-0.0481,-0.023700000000000002,1.64,12846900.0,1931550000.0,0.87,0.2256,Construção Civil,262068000,GAFISA ON,2024-08-21
GGBR3,16.29,6.78,0.62,0.532,0.0537,0.417,1.67,4.98,7.2,5.84,4.01,0.1067,0.0789,0.0987,0.09179999999999999,2.83,680467.0,55130300000.0,0.23,0.1399,Siderurgia e Metalurgia,34347100000,GERDAU S.A. ON N1,2024-08-21
GGBR4,18.43,7.68,0.7,0.601,0.0475,0.472,1.89,5.64,8.15,6.5,4.46,0.1067,0.0789,0.0987,0.09179999999999999,2.83,177979000.0,55130300000.0,0.23,0.1399,Siderurgia e Metalurgia,38859300000,GERDAU S.A. PN N1,2024-08-21
GGPS3,17.56,17.72,3.61,0.983,0.0181,0.872,3.01,11.88,-3.68,14.24,10.89,0.0827,0.055999999999999994,0.09369999999999999,0.204,2.26,41973100.0,3278480000.0,1.45,0.23620000000000002,Serviços Diversos,11850400000,GPS ON NM,2024-08-21
GLOB4,30.49,-1.41,0.89,0.108,0.0,0.093,-0.72,4.28,-0.19,14.54,5.5,0.0253,-0.0768,0.0305,-0.6354,0.76,0.0,3242000000.0,2.72,0.0085,Comércio,2899110000,CASAS BAHIA PN,2008-02-18
GMAT3,7.86,13.82,1.93,0.589,0.013300000000000001,1.014,3.06,10.2,7.24,11.72,9.61,0.057699999999999994,0.043,0.12990000000000002,0.13970000000000002,2.2,24742000.0,8992320000.0,0.42,0.27449999999999997,Comércio e Distribuição,17365500000,GRUPO MATEUS ON NM,2024-08-21
GNDI3,66.95,-3584.82,5.84,3.423,0.0239,2.378,79.65,87.05,-6.21,91.13,50.88,0.0393,-0.0009,0.030899999999999997,-0.0016,1.17,0.0,7116080000.0,0.53,0.2523,Serv.Méd.Hospit. Análises e Diagnósticos,41526500000,INTERMEDICA ON NM,2022-02-11
