papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y,setor,valor_de_mercado,empresa,dt_ultima_cot
IGUA5,7.98,-12.26,-1.41,0.556,0.0,0.552,-0.64,8.04,-0.59,14.63,5.73,0.0691,-0.0453,0.0761,0.1152,0.34,0.0,-164188000.0,-1.33,-0.0741,,231843000,CIA. IGUAÇU DE CAFÉ SOLÚVEL PNA,2014-09-30
IGUA6,8.07,-12.4,-1.43,0.562,0.0,0.558,-0.64,8.14,-0.59,14.72,5.77,0.0691,-0.0453,0.0761,0.1152,0.34,0.0,-164188000.0,-1.33,-0.0741,,234458000,CIA. IGUAÇU DE CAFÉ SOLÚVEL PNB,2014-10-02
ILLS4,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0843,-0.10220000000000001,0.0814,0.36090000000000005,0.5,0.0,-18567000.0,-0.22,0.0933,,0,LINHAS CIRCULO PN,2002-10-31
ILMD3,29.0,15.73,2.63,0.683,0.0,1.395,5.7,14.13,7.53,13.13,13.13,0.0484,0.0492,0.1252,0.16690000000000002,1.6,0.0,658715000.0,0.02,0.006500000000000001,Químicos,1730340000,YARA BRASIL FERTILIZANTES S.A. ON,2011-11-04
ILMD4,30.0,16.28,2.72,0.707,0.0,1.443,5.89,14.62,7.79,13.62,13.62,0.0484,0.0492,0.1252,0.16690000000000002,1.6,0.0,658715000.0,0.02,0.006500000000000001,Químicos,1790010000,YARA BRASIL FERTILIZANTES S.A. PN,2011-11-18
IMBI3,5.01,-46.42,2.81,2659.02,0.0,0.518,-2.21,-97.12,-0.37,-104.72,-107.45,-27.378800000000002,-138.21200000000002,-0.0054,-0.0605,0.05,0.0,62544000.0,0.22,-0.5716,Transporte,175495000,COMPANHIA DOCAS DE IMBITUBA ON,2016-11-22
IMBI4,3.5,-32.43,1.96,1857.6,0.0,0.362,-1.54,-67.85,-0.26,-75.44,-77.41,-27.378800000000002,-138.21200000000002,-0.0054,-0.0605,0.05,0.0,62544000.0,0.22,-0.5716,Transporte,122602000,COMPANHIA DOCAS DE IMBITUBA PN,2016-11-22
IMCH3,6.39,41.83,0.59,0.336,0.0,0.289,-9.49,12.28,-0.78,21.16,6.62,0.0273,0.008,0.0255,0.013999999999999999,0.82,0.0,920589000.0,0.51,0.2104,Hoteis e Restaurantes,539846000,IMC HOLDINGS ON NM,2015-03-30
INEP3,2.2,0.21,-0.08,14.91,0.0,0.089,-0.09,-1.42,-0.04,-14.46,-16.25,-10.5273,71.2719,-0.0668,-0.36560000000000004,0.09,139007.0,-1280710000.0,-0.7,0.0286,Máquinas e Equipamentos,97495900,INEPAR S/A ON,2024-08-21
INEP4,2.29,0.22,-0.08,15.52,0.0,0.092,-0.1,-1.47,-0.04,-14.52,-16.32,-10.5273,71.2719,-0.0668,-0.36560000000000004,0.09,122858.0,-1280710000.0,-0.7,0.0286,Máquinas e Equipamentos,101484000,INEPAR S/A PN,2024-08-21
INHA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.41,-6.89,-0.2359,-0.0479,-0.0481,-0.023700000000000002,1.64,0.0,1931550000.0,0.87,0.2256,Construção Civil,0,GAFISA ON,1899-12-30
INTB3,23.0,13.29,2.72,1.744,0.0282,1.363,3.3,14.52,5.22,13.87,11.85,0.1201,0.13119999999999998,0.1783,0.20420000000000002,2.21,25116500.0,2775170000.0,0.33,0.17149999999999999,Computadores e Equipamentos,7535060000,INTELBRAS ON NM,2024-08-21
IRBR3,47.05,14.81,0.84,0.685,0.0,0.242,0.0,18.39,0.0,0.0,0.0,0.0373,0.0463,0.0,0.057,0.0,52979000.0,4588740000.0,0.0,0.0,Previdência e Seguros,3870470000,IRBBRASIL RE ON NM,2024-08-21
ITEC3,40.1,-35.12,22.04,2611.69,0.0,9.216,25.42,-26.0,-68.91,-24.8,-29.56,-100.447,-74.3588,-0.6306,-0.6275999999999999,5.23,0.0,20143000.0,0.0,-0.7479,Computadores e Equipamentos,443987000,ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO ON,2019-05-28
ITSA3,11.02,7.95,1.36,14.882,0.0701,1.052,16.01,181.53,-14.96,187.99,62.8,0.08199999999999999,1.9175,0.0063,0.17129999999999998,2.25,1581470.0,83551000000.0,0.14,0.0943,Intermediários Financeiros,113816000000,ITAÚSA ON N1,2024-08-21
ITSA4,11.02,7.95,1.36,14.882,0.0701,1.052,16.01,181.53,-14.96,187.99,62.8,0.08199999999999999,1.9175,0.0063,0.17129999999999998,2.25,219388000.0,83551000000.0,0.14,0.0943,Intermediários Financeiros,113816000000,ITAÚSA PN N1,2024-08-21
ITUB3,32.13,8.98,1.7,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18960000000000002,0.0,11867300.0,185129000000.0,0.0,0.685,Intermediários Financeiros,315007000000,ITAUUNIBANCO ON N1,2024-08-21
ITUB4,37.08,10.36,1.96,0.0,0.0633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18960000000000002,0.0,776148000.0,185129000000.0,0.0,0.685,Intermediários Financeiros,363537000000,ITAUUNIBANCO PN N1,2024-08-21
IVTT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,1083050000.0,0.0,0.20670000000000002,Exploração de Imóveis,0,BHG ON NM,
JALL3,6.89,62.9,1.01,1.121,0.0098,0.29,1.16,7.21,-0.83,17.87,3.98,0.15539999999999998,0.0178,0.050499999999999996,0.016,3.17,4391550.0,2072380000.0,2.13,0.1386,Alimentos Processados,2091400000,JALLESMACHAD ON NM,2024-08-21
JBDU3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56569000.0,0.0,0.0,Outros,0,B TECH EQI ON,
JBSS3,36.55,20.18,1.75,0.215,0.0547,0.369,2.55,5.81,-0.95,11.69,6.53,0.037000000000000005,0.0125,0.08310000000000001,0.08689999999999999,1.62,242137000.0,46216700000.0,2.24,0.1211,Alimentos Processados,81072100000,JBS ON NM,2024-08-21
JFAB4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.33,-112.33,0.0,0.0,0.0,0.023399999999999997,0.0,0.0,-10183000.0,0.0,0.0,,0,JARAGUA FABRIL PN,2003-06-04
JFEN3,0.24,-0.36,0.4,0.519,0.0,0.062,0.15,-0.84,-0.48,-3.7,-3.77,-0.6184000000000001,-1.475,-0.0788,-1.1104,1.99,1906750.0,147572000.0,1.58,-0.08130000000000001,Construção Civil,59129800,JOÃO FORTES ENGENHARIA S.A. ON,2024-08-21
JHSF3,4.49,5.56,0.6,1.988,0.06480000000000001,0.255,1.51,5.25,-1.14,9.76,8.77,0.3784,0.3992,0.0541,0.1072,2.16,13605900.0,5116890000.0,0.75,0.1335,Construção Civil,3050180000,JHSF Part ON NM,2024-08-21
JOPA3,21.0,7.11,0.37,0.101,0.0206,0.099,0.23,1.5,1.46,5.08,4.63,0.067,0.0165,0.0965,0.0521,2.45,1145.7,599884000.0,1.98,0.1377,Alimentos Processados,222222000,JOSAPAR S/A ON,2024-08-01
JOPA4,34.98,11.84,0.62,0.168,0.013600000000000001,0.164,0.38,2.5,2.43,6.08,5.54,0.067,0.0165,0.0965,0.0521,2.45,0.0,599884000.0,1.98,0.1377,Alimentos Processados,370158000,JOSAPAR S/A PN,2024-05-16
JPSA3,29.02,20.27,1.93,4.667,0.0029,0.468,2.34,12.96,-1.68,20.35,12.83,0.3602,0.4631,0.045599999999999995,0.0951,5.31,7666510.0,1762140000.0,1.94,0.0101,Exploração de Imóveis,3395950000,IGUATEMI S.A ON,2021-11-19
JSLG3,9.69,10.65,1.53,0.331,0.0327,0.216,1.42,2.74,-0.45,8.66,5.68,0.1208,0.0311,0.1013,0.1434,1.68,3871070.0,1816360000.0,4.68,0.55,Transporte,2775520000,JULIO SIMOES ON NM,2024-08-21
KEPL3,11.47,7.97,2.79,1.276,0.0964,1.358,3.7,7.21,7.8,6.51,5.74,0.1769,0.16010000000000002,0.3143,0.3505,2.15,11118700.0,738241000.0,0.42,0.3115,Máquinas e Equipamentos,2061390000,KEPLER WEBER SA ON,2024-08-21
KLBN11,22.15,17.07,2.91,1.498,0.0528,0.476,2.18,7.75,-1.03,14.3,7.03,0.1932,0.076,0.0843,0.1703,2.85,89920700.0,9414280000.0,3.83,0.152,Madeira e Papel,27376000000,KLABIN UNT N2,2024-08-21
KLBN3,4.48,17.26,2.94,1.515,0.052300000000000006,0.482,2.2,7.84,-1.05,14.39,7.07,0.1932,0.076,0.0843,0.1703,2.85,1342700.0,9414280000.0,3.83,0.152,Madeira e Papel,27685000000,KLABIN ON N2,2024-08-21
KLBN4,4.41,16.99,2.89,1.491,0.053099999999999994,0.474,2.17,7.72,-1.03,14.27,7.01,0.1932,0.076,0.0843,0.1703,2.85,5611850.0,9414280000.0,3.83,0.152,Madeira e Papel,27252400000,KLABIN PN N2,2024-08-21
KROT11,40.0,-20.75,0.92,1.773,0.0,0.447,5.33,8.74,-1.5,13.62,8.84,0.203,-0.0873,0.055999999999999994,-0.0444,1.94,0.0,11640700000.0,0.6,0.0063,Diversos,10723500000,COGNA UNT N2,2012-12-04
KROT4,5.12,-18.59,0.83,1.589,0.0,0.401,4.78,7.83,-1.34,12.71,8.25,0.203,-0.0873,0.055999999999999994,-0.0444,1.94,0.0,11640700000.0,0.6,0.0063,Diversos,9608220000,COGNA PN N2,2012-11-30
KRSA3,0.57,-3.67,0.47,0.193,0.0,0.093,0.82,1.48,-0.19,10.14,6.52,0.1304,-0.0492,0.0729,-0.1286,1.62,517130.0,932963000.0,3.02,0.1484,Serv.Méd.Hospit. Análises e Diagnósticos,440808000,KORA SAUDE ON NM,2024-08-21
KSSA3,5.33,14.66,1.4,0.916,0.0,0.406,1.72,5.62,6.73,12.3,12.3,0.1631,0.0842,0.0767,0.0958,1.47,0.0,553026000.0,1.8,0.4068,Construção Civil,776612000,KLABINSEGALL ON NM,2010-02-11
LAME3,6.62,21.22,1.91,0.481,0.0,0.285,1.2,7.4,-4.37,11.32,5.49,0.06509999999999999,0.025099999999999997,0.0653,0.0902,1.72,0.0,6514640000.0,2.54,0.09720000000000001,Comércio,12465500000,LOJAS AMERICANAS S.A. ON,2022-01-21
LAME4,6.55,20.99,1.89,0.476,0.0,0.282,1.19,7.32,-4.32,11.24,5.46,0.06509999999999999,0.025099999999999997,0.0653,0.0902,1.72,0.0,6514640000.0,2.54,0.09720000000000001,Comércio,12333700000,LOJAS AMERICANAS S.A. PN,2022-01-21
LAND3,12.5,44.02,1.67,15.832,0.006999999999999999,1.286,-25.9,28.34,-6.53,29.94,27.54,0.5585,0.35960000000000003,0.0464,0.0379,0.4,881060.0,720149000.0,0.12,-0.168,Agropecuária,1202840000,TERRASANTAPA ON NM,2024-08-21
LATM11,28.65,-0.68,0.02,0.006,0.0,0.003,-0.02,0.05,0.0,7.74,7.74,0.11460000000000001,-0.0039000000000000003,0.0655,-0.023700000000000002,0.49,0.0,11357000000.0,2.92,0.16690000000000002,Transporte,184420000,LATAM AIRLN DR3 ED,2013-08-30
LATS3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,0.1174,0.013000000000000001,0.11630000000000001,0.0184,1.67,0.0,680646000.0,0.39,0.1537,,0,REXAM BEVERAGE CAN SOUTH AMERICA ON,2004-05-14
LAVV3,8.64,6.32,1.25,1.656,0.0739,0.648,0.95,7.92,1.52,7.39,7.35,0.209,0.2751,0.1082,0.1981,5.61,5544680.0,1376380000.0,0.36,0.2046,Construção Civil,1723970000,LAVVI ON NM,2024-08-21
LCAM3,24.15,0.0,3.57,0.0,0.0,3.059,13.61,0.0,19.22,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,17046400000.0,0.04,0.2169,Diversos,60827900000,LOCAMERICA ON NM,2022-07-01
LCSA3,12.5,-120.23,-81.22,28.405,0.0,44.638,-72.05,-180.18,-34.41,-180.95,-180.95,-0.1577,-0.23629999999999998,-0.2874,0.6755,0.29,0.0,-377568000.0,-0.35,63.540699999999994,,30665700000,NÃO CONSTA ON,2010-02-12
LCSA4,35.09,-337.52,-228.0,79.738,0.0,125.308,-202.27,-505.8,-96.61,-506.56,-506.56,-0.1577,-0.23629999999999998,-0.2874,0.6755,0.29,0.0,-377568000.0,-0.35,63.540699999999994,,86084700000,NÃO CONSTA PN,2010-01-14
LECO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-0.021400000000000002,-0.0472,-0.0348,-0.1482,0.82,0.0,105928000.0,0.2,0.0358,,0,LECO ON,1899-12-30
LECO4,1.46,-13.48,2.0,0.637,0.0,0.924,-16.84,-29.69,-3.16,-32.69,-32.69,-0.021400000000000002,-0.0472,-0.0348,-0.1482,0.82,0.0,105928000.0,0.2,0.0358,,211700000,LECO PN,2009-02-20
LETO3,0.8,-0.32,-0.05,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.0,0.0,-58642000.0,0.0,-0.17379999999999998,Siderurgia e Metalurgia,3203160,MITTO ON,2006-07-19
LETO5,2.06,-0.83,-0.14,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.0,0.0,-58642000.0,0.0,-0.17379999999999998,Siderurgia e Metalurgia,8248140,MITTO PNA,2008-06-26
LEVE3,31.32,6.45,4.27,0.991,0.2457,1.331,4.19,5.31,-24.39,6.09,5.4,0.1865,0.1535,0.3432,0.6625,2.01,12639200.0,993590000.0,1.04,0.1841,Automóveis e Motocicletas,4245080000,MAHLE METAL LEVE ON,2024-08-21
LEVE4,44.49,9.16,6.07,1.407,0.0,1.891,5.95,7.54,-34.65,8.32,7.38,0.1865,0.1535,0.3432,0.6625,2.01,0.0,993590000.0,1.04,0.1841,Automóveis e Motocicletas,6030130000,MAHLE METAL LEVE PN,2011-01-07
LFFE3,3.11,-3.92,3.26,0.0,0.0,2.877,0.0,-21.18,0.0,-17.8,8.39,0.0,0.0,0.0,-0.831,0.0,0.0,51892000.0,0.0,0.0,,169122000,LA FONTE TELECOM S/A ON,2017-07-27
LFFE4,3.89,-4.91,4.08,0.0,0.0,3.599,0.0,-26.5,0.0,-23.11,10.9,0.0,0.0,0.0,-0.831,0.0,0.0,51892000.0,0.0,0.0,,211538000,LA FONTE TELECOM S/A PN,2017-07-19
LGLO4,100.0,-1.05,0.65,0.225,0.0,0.192,-0.32,-1.24,-0.32,-2.13,-2.13,-0.18100000000000002,-0.2147,-0.1837,-0.6251,0.14,0.0,5191000.0,0.49,-0.1142,,3400000,LIVRARIA DO GLOBO S/A PN,2004-06-25
LIGH3,16.66,-14.04,9.05,0.493,0.0,0.324,-0.67,5.91,-0.42,13.8,8.47,0.08349999999999999,-0.0351,0.0629,-0.6446999999999999,0.29,0.0,723121000.0,13.59,0.022099999999999998,Energia Elétrica,6544870000,LIGHT ON,2006-02-21
LIGT3,6.44,-6.48,0.89,0.169,0.0,0.099,-0.27,1.42,-0.15,6.83,4.59,0.11900000000000001,-0.026099999999999998,0.0852,-0.1378,0.4,5278810.0,2688190000.0,4.43,0.0123,Energia Elétrica,2399260000,LIGHT SA ON,2024-08-21
LINX3,37.4,-90.95,4.38,7.885,0.0152,2.745,11.96,53.17,47.06,51.49,22.97,0.1483,-0.0867,0.0682,-0.0481,2.14,0.0,1619010000.0,0.22,0.15539999999999998,Programas e Serviços,7083900000,LINX ON NM,2021-06-25
LIPR3,47.5,28.08,2.47,0.0,0.008199999999999999,2.419,7.91,-83.75,8.37,-73.67,-73.67,0.0,0.0,-0.0407,0.08800000000000001,78.92,1006.81,226258000.0,0.0,0.0,Energia Elétrica,558838000,LIGHTPAR ON,2024-08-19
LIXC3,1.75,-2.62,1.52,395.995,0.0,0.069,0.28,-4.21,3.84,-6.37,-6.68,-94.1321,-143.868,-0.019,-0.5785,1.34,0.0,13842000.0,0.79,-0.759,,20987800,LIX DA CUNHA ON,2018-01-16
LIXC4,1.45,-2.17,1.26,328.11,0.0,0.057,0.23,-3.49,3.18,-5.65,-5.92,-94.1321,-143.868,-0.019,-0.5785,1.34,0.0,13842000.0,0.79,-0.759,,17389800,LIX DA CUNHA PN,2018-01-16
LJQQ3,4.29,18.4,1.48,0.334,0.0378,0.223,0.73,12.54,-1.45,9.45,3.26,0.026699999999999998,0.0182,0.0258,0.0803,1.79,13290500.0,566240000.0,1.05,0.09480000000000001,Comércio,836863000,QUERO-QUERO ON NM,2024-08-21
LOGG3,24.2,8.34,0.59,11.048,0.0318,0.344,4.28,15.81,-1.37,28.74,27.83,0.6987000000000001,1.3256999999999999,0.0227,0.0712,1.91,10214400.0,3775980000.0,0.54,0.1412,Exploração de Imóveis,2242350000,LOG COM PROP ON NM,2024-08-21
LOGN3,38.5,202.62,4.4,1.634,0.0,1.114,19.63,19.41,-2.31,25.91,12.13,0.0842,0.008100000000000001,0.0636,0.0217,1.27,742622.0,938454000.0,1.78,0.2586,Transporte,4131300000,Log-In ON NM,2024-08-21
LPSB3,1.76,10.64,1.17,1.472,0.0231,0.662,6.2,6.57,-3.63,5.02,3.42,0.22399999999999998,0.22149999999999997,0.1217,0.10980000000000001,1.7,153432.0,222288000.0,0.0,0.0278,Exploração de Imóveis,259696000,LOPES BRASIL ON NM,2024-08-21
LREN3,16.9,14.11,1.58,1.18,0.038900000000000004,0.846,3.67,5.77,7.29,5.36,3.77,0.2047,0.0836,0.1826,0.1119,1.66,245184000.0,10317100000.0,0.12,0.1583,Comércio,16278500000,RENNER ON,2024-08-21
LREN4,105.0,0.09,0.01,0.007,0.0,0.005,0.02,0.04,0.05,-0.37,-0.26,0.2047,0.0836,0.1826,0.1119,1.66,0.0,10317100000.0,0.12,0.1583,Comércio,101139000,RENNER PN,2005-06-28
LUPA3,1.59,1.44,0.51,0.587,0.0,0.142,2.66,-5.65,-0.33,-17.82,-34.64,-0.1039,0.4081,-0.0265,0.3525,1.23,393286.0,132143000.0,1.16,0.1298,"Petróleo, Gás e Biocombustíveis",66985100,LUPATECH ON NM,2024-08-21
LUXM3,10.0,13.22,1.63,1.558,0.0,1.182,-84.01,10.05,-8.07,9.69,5.8,0.1551,0.11779999999999999,0.1268,0.1232,0.9,0.0,127589000.0,0.01,0.0489,Transporte,207840000,TREVISA INVESTIMENTOS SA ON,2015-05-25
LUXM4,14.0,18.51,2.28,2.182,0.0159,1.654,-117.61,14.07,-11.3,13.71,8.21,0.1551,0.11779999999999999,0.1268,0.1232,0.9,392.91,127589000.0,0.01,0.0489,Transporte,290976000,TREVISA INVESTIMENTOS SA PN,2024-08-08
LVTC3,3.89,62.19,0.39,0.3,0.0,0.178,0.72,1.33,-1.34,0.93,0.45,0.22469999999999998,0.0048,0.15410000000000001,0.0062,2.55,60077.0,650378000.0,0.0,-0.12240000000000001,Programas e Serviços,251539000,WDC NETWORKS ON NM,2024-08-21
LWSA3,4.99,4540.34,1.03,2.235,0.0,0.729,8.41,31.32,13.2,26.14,11.37,0.07139999999999999,0.0005,0.027200000000000002,0.0002,1.33,30258600.0,2891700000.0,0.03,0.3446,Programas e Serviços,2978460000,LOCAWEB ON NM,2024-08-21
MAGG3,59.4,-119.98,1.32,0.684,0.0,0.44,9.32,4.07,-1.55,6.41,5.34,0.16820000000000002,-0.005699999999999999,0.1405,-0.011000000000000001,1.14,0.0,2246130000.0,1.03,0.09269999999999999,,2972380000,MAGNESITA REFRATÁRIOS ON,2019-01-22
MAGS3,62.45,24.49,3.13,2.217,0.0,2.12,4.9,15.02,6.65,14.19,14.19,0.1476,0.0891,0.18739999999999998,0.1278,3.06,0.0,848546000.0,0.13,0.1005,,2656950000,MAGNESITA S/A ON,2008-03-31
MAPT3,4.23,-22.34,-0.61,0.0,0.0,5.029,-204.6,-28.58,-0.54,-28.58,-28.58,0.0,0.0,-0.1804,0.0273,0.0,313.21,-6382000.0,0.0,0.0,Outros,3887370,CIA MARCOPOLO ON,2024-08-21
MAPT4,5.01,-26.46,-0.72,0.0,0.0,5.956,-242.33,-33.85,-0.64,-33.85,-33.85,0.0,0.0,-0.1804,0.0273,0.0,1875.91,-6382000.0,0.0,0.0,Outros,4604190,CIA MARCOPOLO PN,2024-08-20
MARI3,2.93,3.04,0.76,0.346,0.0,0.384,0.95,4.99,1.65,4.89,4.89,0.0694,0.1137,0.1067,0.25129999999999997,2.23,0.0,706711000.0,0.32,0.1189,Comércio,540594000,Marisa ON NM,1899-12-30
MATD3,4.69,-4.79,1.16,0.787,0.016,0.364,1.42,4.33,-1.45,7.02,5.59,0.1819,-0.1532,0.0926,-0.2414,2.49,2926720.0,1551980000.0,0.93,0.3207,Serv.Méd.Hospit. Análises e Diagnósticos,1793130000,MATER DEI ON NM,2024-08-21
MBLY3,3.08,-4.01,0.75,0.598,0.0,0.455,1.54,-3.47,3.54,-2.71,-8.68,-0.1722,-0.149,-0.17059999999999997,-0.1881,2.29,1733810.0,434607000.0,0.07,-0.083,Programas e Serviços,327989000,MOBLY ON NM,2024-08-21
MDIA3,27.95,10.02,1.22,0.922,0.0233,0.732,2.64,7.67,8.33,7.7,5.95,0.1201,0.092,0.135,0.122,2.3,24403000.0,7750160000.0,0.33,0.135,Alimentos Processados,9475050000,M.DIASBRANCO ON NM,2024-08-21
MDNE3,14.74,6.35,0.85,0.974,0.0,0.345,1.32,5.22,-2.48,5.58,5.37,0.1866,0.1533,0.07339999999999999,0.13449999999999998,2.33,6860860.0,1465790000.0,0.22,0.4168,Construção Civil,1251560000,MOURA DUBEUX ON NM,2024-08-21
MEAL3,1.67,-6.34,0.45,0.221,0.0,0.178,-70.75,-3.8,-0.42,-6.49,6.27,-0.057999999999999996,-0.0348,-0.054299999999999994,-0.07139999999999999,0.99,1050370.0,1056910000.0,0.5,0.1523,Hoteis e Restaurantes,478238000,IMC S/A ON NM,2024-08-21
MEDI3,11.55,-7.52,1.89,0.374,0.0,0.824,-10.02,-9.11,-3.31,-6.61,-6.61,-0.041100000000000005,-0.049800000000000004,-0.12300000000000001,-0.25129999999999997,0.79,0.0,426164000.0,0.02,0.13019999999999998,Serv.Méd.Hospit. Análises e Diagnósticos,805497000,MEDIAL SAUDE ON NM,2010-06-10
MELK3,3.42,11.33,0.6,0.686,0.1424,0.287,0.53,12.17,0.79,9.07,8.4,0.056299999999999996,0.11220000000000001,0.0302,0.0533,2.85,1792390.0,1168920000.0,0.27,0.1855,Construção Civil,705441000,MELNICK ON NM,2024-08-21
MEND5,6.5,-0.06,0.0,41.543,0.0,0.071,-0.02,-0.07,0.0,-13.36,-13.36,-611.432,-699.471,-1.0504,0.0683,0.0,0.0,-16518600000.0,-0.79,0.0588,,67008500,MENDES JUNIOR ENGENHARIA S/A PNA,2020-01-10
MEND6,9.5,-0.09,-0.01,60.716,0.0,0.104,-0.03,-0.1,-0.01,-13.39,-13.4,-611.432,-699.471,-1.0504,0.0683,0.0,0.0,-16518600000.0,-0.79,0.0588,,97935500,MENDES JUNIOR ENGENHARIA S/A PNB,2020-01-10
MERC3,15.28,22.32,1.09,0.0,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,0.0,251965000.0,0.0,-0.0649,Intermediários Financeiros,275193000,MERCANTIL BRASIL ON,2023-06-27
MERC4,9.4,13.73,0.67,0.0,0.056299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,1510.49,251965000.0,0.0,-0.0649,Intermediários Financeiros,169294000,MERCANTIL BRASIL PN,2024-08-19
MGEL3,25.0,-8.49,9.21,0.16,0.0,0.194,0.95,2.3,-0.39,11.23,8.41,0.0693,-0.018799999999999997,0.0984,-1.0843,1.75,0.0,15700000.0,40.04,0.1533,Siderurgia e Metalurgia,144580000,MANGELS ON,2011-03-11
MGEL4,11.45,-3.89,4.22,0.073,0.0,0.089,0.44,1.06,-0.18,9.99,7.48,0.0693,-0.018799999999999997,0.0984,-1.0843,1.75,44276.0,15700000.0,40.04,0.1533,Siderurgia e Metalurgia,66217800,MANGELS PN N1,2024-08-20
MGLU3,13.85,-43.63,0.93,0.274,0.0,0.293,2.59,10.18,-1.55,12.67,5.62,0.0269,-0.0063,0.0415,-0.021400000000000002,1.29,287396000.0,10974000000.0,0.41,0.1173,Comércio,10235100000,MAGAZ LUIZA ON NM,2024-08-21
MILK33,0.3,-0.02,-0.02,0.077,0.0,0.029,-0.08,-0.04,-0.02,-0.11,-0.12,-1.768,-5.0808,-0.7091,1.6512,0.5,0.0,-516285000.0,-0.04,-0.4204,,12861600,Laep DR3 DR3,2013-09-24
MILS3,11.46,9.58,1.87,1.906,0.0479,0.773,3.6,5.45,-3.63,7.27,5.02,0.34990000000000004,0.1991,0.1894,0.19519999999999998,2.36,9637440.0,1464620000.0,1.12,0.2854,Diversos,2740840000,MILLS ON NM,2024-08-21
MLAS3,1.96,-2.44,0.52,0.481,0.0,0.311,0.65,-2.68,0.95,-2.16,-2.44,-0.1797,-0.1971,-0.17420000000000002,-0.21280000000000002,2.94,7120130.0,3093450000.0,0.23,-0.1242,Computadores e Equipamentos,1608260000,MULTILASER ON NM,2024-08-21
MLFT4,22.39,139.84,11.33,40.307,0.0,5.585,27.05,74.98,-29.71,77.78,60.51,0.5375,0.2899,0.10189999999999999,0.081,2.84,0.0,4159620000.0,0.96,0.1574,Exploração de Imóveis,47110700000,IGUATEMI S.A PN,2018-01-31
MLPA12,40.0,0.01,0.0,0.001,0.0,0.002,0.0,0.01,0.0,-2.06,-2.06,0.0666,0.0892,0.0,0.45130000000000003,0.0,0.0,44578000.0,0.0,-0.0751,Madeira e Papel,187680,MELHORAMENTOS PAPEIS PN,2007-10-31
MLPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08,-2.08,0.0666,0.0892,0.0,0.45130000000000003,0.0,0.0,44578000.0,0.0,-0.0751,Madeira e Papel,0,MELHORAMENTOS PAPEIS ON,1899-12-30
MLPA4,45.0,0.01,0.0,0.001,0.0,0.003,0.0,0.01,0.0,-2.06,-2.06,0.0666,0.0892,0.0,0.45130000000000003,0.0,0.0,44578000.0,0.0,-0.0751,Madeira e Papel,211140,MELHORAMENTOS PAPEIS PN,2008-04-11
MMAQ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.91,-6.81,-0.023399999999999997,0.0264,-0.059000000000000004,0.1107,1.58,0.0,270059000.0,0.69,0.2475,Comércio,0,MINASMÁQUINAS S/A ON,1899-12-30
MMAQ4,200.06,0.3,0.03,0.008,0.0,0.016,0.05,-0.34,0.05,-5.25,-7.28,-0.023399999999999997,0.0264,-0.059000000000000004,0.1107,1.58,0.0,270059000.0,0.69,0.2475,Comércio,9002700,MINASMÁQUINAS S/A PN,2003-12-10
MMXM3,14.0,-2.17,-0.11,0.0,0.0,0.71,-0.1,4.7,-0.09,18.64,18.64,0.0,0.0,0.2593,0.049699999999999994,0.01,0.0,-842661000.0,-0.32,-0.2851,Mineração,90832000,MMX MINER ON NM,2021-05-19
MNDL3,13.5,-7.3,0.86,0.15,0.0,0.096,-0.91,1.38,-0.19,5.94,5.11,0.10890000000000001,-0.0206,0.0754,-0.11720000000000001,0.79,19799.5,156512000.0,2.87,0.1698,"Tecidos, Vestuário e Calçados",133934000,MUNDIAL S/A ON,2024-08-21
